api_id,api_name,function_name,template_kind,category,sub_category,url,enabled
0B,주식체결,subscribe_domestic_stock_trade,websocket_realtime,국내주식,실시간시세,/api/dostk/websocket,Y
0C,주식우선호가,subscribe_domestic_stock_best_quote,websocket_realtime,국내주식,실시간시세,/api/dostk/websocket,Y
0D,주식호가잔량,subscribe_domestic_stock_order_book_depth,websocket_realtime,국내주식,실시간시세,/api/dostk/websocket,Y
0E,주식시간외호가,subscribe_domestic_stock_after_hours_quote,websocket_realtime,국내주식,실시간시세,/api/dostk/websocket,Y
0F,주식당일거래원,subscribe_domestic_stock_today_brokers,websocket_realtime,국내주식,실시간시세,/api/dostk/websocket,Y
0G,ETF NAV,subscribe_domestic_etf_nav,websocket_realtime,국내주식,실시간시세,/api/dostk/websocket,Y
0H,주식예상체결,subscribe_domestic_stock_expected_execution,websocket_realtime,국내주식,실시간시세,/api/dostk/websocket,Y
0I,국제금환산가격,subscribe_domestic_international_gold_converted_price,websocket_realtime,국내주식,실시간시세,/api/dostk/websocket,Y
0J,업종지수,subscribe_domestic_sector_index,websocket_realtime,국내주식,실시간시세,/api/dostk/websocket,Y
0U,업종등락,subscribe_domestic_sector_change,websocket_realtime,국내주식,실시간시세,/api/dostk/websocket,Y
0g,주식종목정보,subscribe_domestic_stock_info,websocket_realtime,국내주식,실시간시세,/api/dostk/websocket,Y
0m,ELW 이론가,subscribe_domestic_elw_theoretical_price,websocket_realtime,국내주식,실시간시세,/api/dostk/websocket,Y
0s,장시작시간,subscribe_domestic_market_open_time,websocket_realtime,국내주식,실시간시세,/api/dostk/websocket,Y
0u,ELW 지표,subscribe_domestic_elw_indicator,websocket_realtime,국내주식,실시간시세,/api/dostk/websocket,Y
0w,종목프로그램매매,subscribe_domestic_stock_program_trade,websocket_realtime,국내주식,실시간시세,/api/dostk/websocket,Y
1h,VI발동/해제,subscribe_domestic_vi_event,websocket_realtime,국내주식,실시간시세,/api/dostk/websocket,Y
